company,product,color,price,material,model,Avg_Rating,No. Reviews,No. Rating,link
REEBOK,Troo Flight Running Shoes For Men,Navy,"? 1,024",Mesh,Troo Flight,4.2,126,"1,292",https://www.flipkart.com/reebok-troo-flight-running-shoes-men/p/itm4ef9dfa072be8?pid=SHOG4YZEZMWHRCVZ&lid=LSTSHOG4YZEZMWHRCVZWBTNSQ&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_1_31&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=en_VfKbUoYx_652DU2ZeRrx4PObKhE7RLl_a7wo-bF3DiYetM1v7FAJNA--yhiIQrVyTv-I-y8WnvjlTP8Z536DHE4IsYyWu-Pj9cxFjFAoaLk%3D&ppt=None&ppn=None&ssid=ao0f6ngqps0000001714908269200
REEBOK,Super Speed Walking Shoes For Men,White,"? 1,047",Mesh,Super Speed,4.2,889,"10,059",https://www.flipkart.com/reebok-super-speed-walking-shoes-men/p/itm0f7a194e99709?pid=SHOGRSZBZKZTAMBM&lid=LSTSHOGRSZBZKZTAMBML5HFGK&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_1_32&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=en_VfKbUoYx_652DU2ZeRrx4PObKhE7RLl_a7wo-bF3DiaZpdd4j9VPIpaTW2ZEDCq8wayYjWycleuSTRXJd18WLoQEIsITtCzc4bHaOMTqL08%3D&ppt=None&ppn=None&ssid=ao0f6ngqps0000001714908269200
FUEL,"Crown Sports Shoes for Men, Lace-Up with Style & Comfort Casuals For Men","Grey, Orange",? 799,Fabric,"Crown Sports Shoes for Men, Lace-Up with Style & Comfort",Rating Not Available,No rating Found,No rating Found,https://www.flipkart.com/fuel-crown-sports-shoes-men-lace-up-style-comfort-casuals-men/p/itmd245cd9967367?pid=SHOHY2VU3ZH2MFXG&lid=LSTSHOHY2VU3ZH2MFXG25NCXC&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_1_33&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=03c97a06-c13f-4957-9781-8d41ff48ecfb.SHOHY2VU3ZH2MFXG.SEARCH&ppt=None&ppn=None&ssid=ao0f6ngqps0000001714908269200
CAMPUS,MIKE (N) Running Shoes For Men,Black,? 849,Mesh,MIKE (N),4.1,"15,792","2,06,245",https://www.flipkart.com/campus-mike-n-running-shoes-men/p/itm8f7228d1e224c?pid=SHOG2EYZFPARRTQB&lid=LSTSHOG2EYZFPARRTQBMUINWK&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_1_34&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=03c97a06-c13f-4957-9781-8d41ff48ecfb.SHOG2EYZFPARRTQB.SEARCH&ppt=None&ppn=None&ssid=ao0f6ngqps0000001714908269200
REEBOK,Emergo runner M Running Shoes For Men,Navy,"? 1,418",Textile,Emergo runner M,4.3,453,"5,307",https://www.flipkart.com/reebok-emergo-runner-m-running-shoes-men/p/itmfba42760c05f6?pid=SHOGHXWZJZZK9FZZ&lid=LSTSHOGHXWZJZZK9FZZHHOH0M&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_1_35&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=03c97a06-c13f-4957-9781-8d41ff48ecfb.SHOGHXWZJZZK9FZZ.SEARCH&ppt=None&ppn=None&ssid=ao0f6ngqps0000001714908269200
CAMPUS,MIKE (N) Running Shoes For Men,Grey,? 849,Mesh,MIKE (N),4.1,"15,792","2,06,245",https://www.flipkart.com/campus-mike-n-running-shoes-men/p/itmf8ff8f65cc63f?pid=SHOG2EYZH4KWYP3Y&lid=LSTSHOG2EYZH4KWYP3YQV6YBO&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_1_36&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=03c97a06-c13f-4957-9781-8d41ff48ecfb.SHOG2EYZH4KWYP3Y.SEARCH&ppt=None&ppn=None&ssid=ao0f6ngqps0000001714908269200
Roamra,Casual Sneakers Colourful Outdoor Shoes For Boys Nad Men Running Shoes For Men,Blue,? 699,Canvas,Polyester,4.2,1,19,https://www.flipkart.com/roamra-casual-sneakers-colourful-outdoor-shoes-boys-nad-men-running/p/itm66956acf6713d?pid=SHOGZFFGMQVTYEFY&lid=LSTSHOGZFFGMQVTYEFYQQEC1L&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_1_37&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=en_VfKbUoYx_652DU2ZeRrx4PObKhE7RLl_a7wo-bF3DiZK_tPv7VDTp_8aDa6yNtJpS3kZlDJvRzpbdWMavBCwRQ%3D%3D&ppt=None&ppn=None&ssid=ao0f6ngqps0000001714908269200
RED TAPE,"Athleisure Sports Shoes for Men | Soft Cushioned Insole, Slip-Resistance Walking Shoes For Men","Black, White","? 1,539",Mesh,"Athleisure Sports Shoes for Men | Soft Cushioned Insole, Slip-Resistance",4.1,104,"1,308",https://www.flipkart.com/red-tape-athleisure-sports-shoes-men-soft-cushioned-insole-slip-resistance-walking/p/itm6f8ab8aabd3c7?pid=SHOGYTFHMNQRSYFJ&lid=LSTSHOGYTFHMNQRSYFJB4ARH8&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_1_38&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=en_VfKbUoYx_652DU2ZeRrx4PObKhE7RLl_a7wo-bF3DiZYT2haTY5lioQqLBItxuAQLJ-Z5i8JI1WF1yxZ66Blhuo15S0a61Wzzbg3qNOknKY%3D&ppt=None&ppn=None&ssid=ao0f6ngqps0000001714908269200
NIKE,Vapor 15 Club Fg/Mg Football Shoes For Men,White,"? 3,746",Synthetic,Vapor 15 Club Fg/Mg,Rating Not Available,No rating Found,No rating Found,https://www.flipkart.com/nike-vapor-15-club-fg-mg-football-shoes-men/p/itm46c51a3db9449?pid=SHOGZ3DZCKDYDRZZ&lid=LSTSHOGZ3DZCKDYDRZZJV1LXT&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_1_39&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=03c97a06-c13f-4957-9781-8d41ff48ecfb.SHOGZ3DZCKDYDRZZ.SEARCH&ppt=None&ppn=None&ssid=ao0f6ngqps0000001714908269200
RED TAPE,"Sports Athleisure Shoes for Men | Soft Cushioned Insole, Slip-Resistance Walking Shoes For Men",Blue,"? 1,219",Textile,"Sports Athleisure Shoes for Men | Soft Cushioned Insole, Slip-Resistance",4.2,477,"4,657",https://www.flipkart.com/red-tape-sports-athleisure-shoes-men-soft-cushioned-insole-slip-resistance-walking/p/itm5442f5743fd45?pid=SHOGWEGUKY9QCF8D&lid=LSTSHOGWEGUKY9QCF8DIW4NGU&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_1_40&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=03c97a06-c13f-4957-9781-8d41ff48ecfb.SHOGWEGUKY9QCF8D.SEARCH&ppt=None&ppn=None&ssid=ao0f6ngqps0000001714908269200
RED TAPE,"Athleisure Sports Shoes for Men | Enhanced Durability, Soft Cushioned Insole Walking Shoes For Men",Grey,"? 1,539",Mesh,"Athleisure Sports Shoes for Men | Enhanced Durability, Soft Cushioned Insole",4.2,389,"3,924",https://www.flipkart.com/red-tape-athleisure-sports-shoes-men-enhanced-durability-soft-cushioned-insole-walking/p/itmb9d723feed5d6?pid=SHOGY2VSASUQMKTN&lid=LSTSHOGY2VSASUQMKTNBZXRJT&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_2_41&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=en_NOaGS8Xpxm0iw_LLMl4YwyokGOwJq0SXE350ZkBGKKsGQKbzK5nNSdqL6iF1Ds5luYxEGAy-5xNnNcHogrXtWA%3D%3D&ppt=None&ppn=None&ssid=xdsbfizpz40000001714908311286
REEBOK,Voyager M Running Shoes For Men,White,"? 1,203",Synthetic,Voyager M,4.3,6,44,https://www.flipkart.com/reebok-voyager-m-running-shoes-men/p/itm076c4e02498a7?pid=SHOGX8PDGMXZVZR7&lid=LSTSHOGX8PDGMXZVZR73GVTBM&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_2_42&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=en_NOaGS8Xpxm0iw_LLMl4YwyokGOwJq0SXE350ZkBGKKuOK8m6cFnfFI8KkM29zIoAc_WSM9p-ag-JCDhlfZYIyw%3D%3D&ppt=None&ppn=None&ssid=xdsbfizpz40000001714908311286
RED TAPE,"Walking Sports Shoes for Men | Soft Cushioned Insole, Slip-Resistance Walking Shoes For Men",Black,? 979,Mesh,"Walking Sports Shoes for Men | Soft Cushioned Insole, Slip-Resistance",4.1,502,"7,041",https://www.flipkart.com/red-tape-walking-sports-shoes-men-soft-cushioned-insole-slip-resistance/p/itm2e1da84271d33?pid=SHOGK5KBF3YXNFVC&lid=LSTSHOGK5KBF3YXNFVCHFML2N&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_2_43&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=3a5e534a-6fac-4245-ba74-790012756e5b.SHOGK5KBF3YXNFVC.SEARCH&ppt=None&ppn=None&ssid=xdsbfizpz40000001714908311286
CAMPUS,CRYSTA PRO Running Shoes For Men,Blue,? 999,Mesh,CRYSTA PRO,4.2,"10,791","1,29,020",https://www.flipkart.com/campus-crysta-pro-running-shoes-men/p/itmc31a1b533a9f8?pid=SHOGANABD7HPK6GZ&lid=LSTSHOGANABD7HPK6GZEMFXXK&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_2_44&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=3a5e534a-6fac-4245-ba74-790012756e5b.SHOGANABD7HPK6GZ.SEARCH&ppt=None&ppn=None&ssid=xdsbfizpz40000001714908311286
CAMPUS,OXYFIT (N) Walking Shoes For Men,Black,? 705,Mesh,OXYFIT (N),4.2,"5,758","70,638",https://www.flipkart.com/campus-oxyfit-n-walking-shoes-men/p/itm5e2077b0a2d30?pid=SHOGA49HBGHBSMZY&lid=LSTSHOGA49HBGHBSMZYFZR7AU&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_2_45&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=3a5e534a-6fac-4245-ba74-790012756e5b.SHOGA49HBGHBSMZY.SEARCH&ppt=None&ppn=None&ssid=xdsbfizpz40000001714908311286
CAMPUS,MIKE (N) Running Shoes For Men,Burgundy,? 849,Mesh,MIKE (N),4.1,"15,784","2,06,046",https://www.flipkart.com/campus-mike-n-running-shoes-men/p/itmeea9f786d7eac?pid=SHOG2RYJETVPE7MZ&lid=LSTSHOG2RYJETVPE7MZIB9DFN&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_2_46&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=3a5e534a-6fac-4245-ba74-790012756e5b.SHOG2RYJETVPE7MZ.SEARCH&ppt=None&ppn=None&ssid=xdsbfizpz40000001714908311286
ADIDAS,Howzat Spike 20 Cricket Shoes For Men,White,"? 3,495",Synthetic,Howzat Spike 20,4.3,115,"1,401",https://www.flipkart.com/adidas-howzat-spike-20-cricket-shoes-men/p/itm089142d5b71e9?pid=SHOG9XNW2ASZSTCW&lid=LSTSHOG9XNW2ASZSTCWMBZYMZ&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_2_47&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=en_NOaGS8Xpxm0iw_LLMl4YwyokGOwJq0SXE350ZkBGKKv92eUazxEsbIA5QtahH66aZxeHUAnARwW2Blkl7fgKpQ%3D%3D&ppt=None&ppn=None&ssid=xdsbfizpz40000001714908311286
PUMA,Supertec Running Shoes For Men,White,"? 3,679",Mesh,Supertec,3.9,214,"2,967",https://www.flipkart.com/puma-supertec-running-shoes-men/p/itmaee349be80393?pid=SHOG8VF73S65QSPV&lid=LSTSHOG8VF73S65QSPVWO9TFF&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_2_48&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=en_NOaGS8Xpxm0iw_LLMl4YwyokGOwJq0SXE350ZkBGKKuH9ykXDuvOc8JYJxmp7DwbHhflU5a54ASiVUcPtZOXgA%3D%3D&ppt=None&ppn=None&ssid=xdsbfizpz40000001714908311286
CAMPUS,MAGNITE Running Shoes For Men,Black,? 712,Mesh,MAGNITE,4.2,"7,032","72,799",https://www.flipkart.com/campus-magnite-running-shoes-men/p/itmc7a5a66116964?pid=SHOG6BNZF8AFHVHH&lid=LSTSHOG6BNZF8AFHVHHXDIYUR&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_2_49&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=3a5e534a-6fac-4245-ba74-790012756e5b.SHOG6BNZF8AFHVHH.SEARCH&ppt=None&ppn=None&ssid=xdsbfizpz40000001714908311286
RED TAPE,"Athleisure Sports Shoes for Men | Soft Cushioned Insole, Slip-Resistance Walking Shoes For Men","Black, White","? 1,539",Mesh,"Athleisure Sports Shoes for Men | Soft Cushioned Insole, Slip-Resistance",4.1,104,"1,308",https://www.flipkart.com/red-tape-athleisure-sports-shoes-men-soft-cushioned-insole-slip-resistance-walking/p/itm6f8ab8aabd3c7?pid=SHOGYTEB3XGWXBXY&lid=LSTSHOGYTEB3XGWXBXY7P80OH&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_2_50&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=3a5e534a-6fac-4245-ba74-790012756e5b.SHOGYTEB3XGWXBXY.SEARCH&ppt=None&ppn=None&ssid=xdsbfizpz40000001714908311286
REEBOK,Troo Flight Running Shoes For Men,Navy,"? 1,024",Mesh,Troo Flight,4.2,126,"1,292",https://www.flipkart.com/reebok-troo-flight-running-shoes-men/p/itm4ef9dfa072be8?pid=SHOG4YZEZMWHRCVZ&lid=LSTSHOG4YZEZMWHRCVZWBTNSQ&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_2_51&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=en_NOaGS8Xpxm0iw_LLMl4YwyokGOwJq0SXE350ZkBGKKvj2WezjkQwb9vVuv7qgBGMRaZXn250hHb0VoJ4WxDL6A%3D%3D&ppt=None&ppn=None&ssid=xdsbfizpz40000001714908311286
REEBOK,Fusion Lux 2.0 M Walking Shoes For Men,Black,"? 1,199","Synthetic, Textile",Fusion Lux 2.0 M,4,95,"1,129",https://www.flipkart.com/reebok-fusion-lux-2-0-m-walking-shoes-men/p/itma539cbb966480?pid=SHOGQF77QGGVJ7YE&lid=LSTSHOGQF77QGGVJ7YE07ERF9&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_2_52&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=en_NOaGS8Xpxm0iw_LLMl4YwyokGOwJq0SXE350ZkBGKKvn6vrgdGzOK8ndOlX6gGUv5UDlGL9rYUjJwxY4MqoIYA%3D%3D&ppt=None&ppn=None&ssid=xdsbfizpz40000001714908311286
Sparx,SM 651 Walking Shoes For Men,"Navy, Grey",? 849,Mesh,SM 651,4.2,"3,773","34,430",https://www.flipkart.com/sparx-sm-651-walking-shoes-men/p/itm612ea2a09fb43?pid=SHOFYKYJWFHZG8NF&lid=LSTSHOFYKYJWFHZG8NF7MW85M&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_2_53&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=3a5e534a-6fac-4245-ba74-790012756e5b.SHOFYKYJWFHZG8NF.SEARCH&ppt=None&ppn=None&ssid=xdsbfizpz40000001714908311286
asian,"Wndr,Cosko-13 Full Black Boys School Shoes,Running Shoes,Walking Shoes,Sports Shoes,Gym Shoes Running Shoes Training & Gym Shoes For Men",Black,? 655,Fabric,Mesh,4,"1,853","16,391",https://www.flipkart.com/asian-wndr-cosko-13-full-black-boys-school-shoes-running-shoes-walking-shoes-sports-shoes-gym-shoes-running-training-gym-men/p/itm07d046960183a?pid=SHOFGBK8HUUHYJE6&lid=LSTSHOFGBK8HUUHYJE6KWWZZJ&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_2_54&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=3a5e534a-6fac-4245-ba74-790012756e5b.SHOFGBK8HUUHYJE6.SEARCH&ppt=None&ppn=None&ssid=xdsbfizpz40000001714908311286
CAMPUS,KING PLUS Walking Shoes For Men,Black,? 920,Mesh,KING PLUS,4.1,265,"3,457",https://www.flipkart.com/campus-king-plus-walking-shoes-men/p/itma1c5c2b2bed84?pid=SHOG8JP2VYACNZJB&lid=LSTSHOG8JP2VYACNZJBZ6JB4W&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_2_55&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=3a5e534a-6fac-4245-ba74-790012756e5b.SHOG8JP2VYACNZJB.SEARCH&ppt=None&ppn=None&ssid=xdsbfizpz40000001714908311286
CAMPUS,MAXICO Running Shoes For Men,Blue,? 803,Mesh,MAXICO,4,"1,473","12,137",https://www.flipkart.com/campus-maxico-running-shoes-men/p/itm01b5859a89464?pid=SHOFPERJWMNHDXPX&lid=LSTSHOFPERJWMNHDXPXEWIE7A&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_2_56&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=3a5e534a-6fac-4245-ba74-790012756e5b.SHOFPERJWMNHDXPX.SEARCH&ppt=None&ppn=None&ssid=xdsbfizpz40000001714908311286
Abros,SOLAR Running Shoes For Men,White,"? 2,399",Cushion Comfort,Mesh,3.8,4,83,https://www.flipkart.com/abros-solar-running-shoes-men/p/itm8f063b63f733a?pid=SHOGW3GZ2WAPE9XC&lid=LSTSHOGW3GZ2WAPE9XCPDOVRH&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_2_57&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=en_NOaGS8Xpxm0iw_LLMl4YwyokGOwJq0SXE350ZkBGKKvhz9jAgGJ9a-pEQPPYt2HM2sH4fnqiqQQC0bEJH38QZPUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=xdsbfizpz40000001714908311286
Airson,"sports shoes for men | Latest Lightweight walking, gym, party Running Shoes Running Shoes For Men","Grey, Green",? 492,Mesh,Mesh,3.9,398,"5,606",https://www.flipkart.com/airson-sports-shoes-men-latest-lightweight-walking-gym-party-running/p/itm0eb1b481cf361?pid=SHOGZBK2C7QEJYVK&lid=LSTSHOGZBK2C7QEJYVK2KDCZE&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_2_58&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=en_NOaGS8Xpxm0iw_LLMl4YwyokGOwJq0SXE350ZkBGKKv5qCXcXlvI454FdeP6g-w1OkAO365ut6sjR15hw_i8cQ%3D%3D&ppt=None&ppn=None&ssid=xdsbfizpz40000001714908311286
asian,"Wndr-13 White Sports,Casuals,Walking,Training,Gym,Stylish Running Shoes For Men","White, Blue",? 588,Soft breathable fabric lining which prevents sweating,Mesh,4.2,"53,617","4,02,184",https://www.flipkart.com/asian-wndr-13-white-sports-casuals-walking-training-gym-stylish-running-shoes-men/p/itm0269db28c53a4?pid=SHOGGHBSBXGUMT5E&lid=LSTSHOGGHBSBXGUMT5E8CWLS8&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_2_59&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=3a5e534a-6fac-4245-ba74-790012756e5b.SHOGGHBSBXGUMT5E.SEARCH&ppt=None&ppn=None&ssid=xdsbfizpz40000001714908311286
JQR,"GLOBAL Sports shoes, Running, Walking, Lightweight, Gym, Stylish Training & Gym Shoes For Men","White, Black","? 1,019",Memory Foam,Mesh,4.1,"1,628","10,767",https://www.flipkart.com/jqr-global-sports-shoes-running-walking-lightweight-gym-stylish-training-gym-shoes-men/p/itmc07cdbe340802?pid=SHOGHZNRPGYNBHWR&lid=LSTSHOGHZNRPGYNBHWR9KA90J&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_2_60&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=3a5e534a-6fac-4245-ba74-790012756e5b.SHOGHZNRPGYNBHWR.SEARCH&ppt=None&ppn=None&ssid=xdsbfizpz40000001714908311286
REEBOK,Stride Runner M Running Shoes For Men,Black,"? 1,047",Synthetic,Stride Runner M,4.1,6,73,https://www.flipkart.com/reebok-stride-runner-m-running-shoes-men/p/itmd372ab710613f?pid=SHOGX8PAWGYQYFG7&lid=LSTSHOGX8PAWGYQYFG7FNT8XI&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_2_61&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=en_NOaGS8Xpxm0iw_LLMl4YwyokGOwJq0SXE350ZkBGKKssA2rfE7PHazsCCu7lBffwlyOAWEa4g-JtzPiVFLtGeQ%3D%3D&ppt=None&ppn=None&ssid=xdsbfizpz40000001714908311286
REEBOK,Super Speed Casuals For Men,Grey,? 939,Mesh,Super Speed,4.2,54,633,https://www.flipkart.com/reebok-super-speed-casuals-men/p/itmb56cb91f797eb?pid=SHOGSN4XG9QRJGQF&lid=LSTSHOGSN4XG9QRJGQFZ6FPG5&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_2_62&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=en_NOaGS8Xpxm0iw_LLMl4YwyokGOwJq0SXE350ZkBGKKvycYrIaCSdwdz-V0uK739wYzg7XPR6cBlBkXylkEn0oIE8waCTrWcncKeK_ydPfoM%3D&ppt=None&ppn=None&ssid=xdsbfizpz40000001714908311286
CAMPUS,STREET-RUN Running Shoes For Men,Navy,? 861,Mesh,STREET-RUN,4.1,"2,748","29,778",https://www.flipkart.com/campus-street-run-running-shoes-men/p/itm47aa17531252f?pid=SHOFZG49EBGFHWDY&lid=LSTSHOFZG49EBGFHWDYKZZUU7&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_2_63&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=3a5e534a-6fac-4245-ba74-790012756e5b.SHOFZG49EBGFHWDY.SEARCH&ppt=None&ppn=None&ssid=xdsbfizpz40000001714908311286
CAMPUS,HURRICANE Running Shoes For Men,Navy,"? 1,102",Mesh,HURRICANE,4.3,"19,164","1,79,328",https://www.flipkart.com/campus-hurricane-running-shoes-men/p/itm0ea6214ceab01?pid=SHOGB5422TFFWVYD&lid=LSTSHOGB5422TFFWVYDH7QTQB&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_2_64&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=3a5e534a-6fac-4245-ba74-790012756e5b.SHOGB5422TFFWVYD.SEARCH&ppt=None&ppn=None&ssid=xdsbfizpz40000001714908311286
RED TAPE,"Atheleisure Sports Shoes for Men | Soft Cushioned Insole, Slip-Resistance Walking Shoes For Men","White, Blue","? 1,379",Textile,"Atheleisure Sports Shoes for Men | Soft Cushioned Insole, Slip-Resistance",4.1,108,"1,224",https://www.flipkart.com/red-tape-atheleisure-sports-shoes-men-soft-cushioned-insole-slip-resistance-walking/p/itm7df9820b59492?pid=SHOGYTEFFQYJD38E&lid=LSTSHOGYTEFFQYJD38EQS5IL5&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_2_65&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=3a5e534a-6fac-4245-ba74-790012756e5b.SHOGYTEFFQYJD38E.SEARCH&ppt=None&ppn=None&ssid=xdsbfizpz40000001714908311286
ADIDAS,Jauntza M Running Shoes For Men,Blue,"? 1,336","Synthetic, Textile",Jauntza M,4.1,825,"9,873",https://www.flipkart.com/adidas-jauntza-m-running-shoes-men/p/itmdc960cfe4a9d5?pid=SHOGP9WCPQVTGH86&lid=LSTSHOGP9WCPQVTGH86W2PVL4&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_2_66&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=3a5e534a-6fac-4245-ba74-790012756e5b.SHOGP9WCPQVTGH86.SEARCH&ppt=None&ppn=None&ssid=xdsbfizpz40000001714908311286
ADIDAS,RUNFALCON 3.0 Running Shoes For Men,White,"? 3,035",Textile,RUNFALCON 3.0,4,24,290,https://www.flipkart.com/adidas-runfalcon-3-0-running-shoes-men/p/itmd7ae13dd8c4e6?pid=SHOGW3MHR3QNGJKY&lid=LSTSHOGW3MHR3QNGJKYADI15Y&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_2_67&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=en_NOaGS8Xpxm0iw_LLMl4YwyokGOwJq0SXE350ZkBGKKtZt3FxZNVveOOEqbTvzEEmQct7VZMckjt7--vjk4sFVE4IsYyWu-Pj9cxFjFAoaLk%3D&ppt=None&ppn=None&ssid=xdsbfizpz40000001714908311286
RED TAPE,"Atheleisure Sports Shoes for Men | Soft Cushioned Insole, Slip-Resistance Walking Shoes For Men",White,"? 1,219",Textile,"Atheleisure Sports Shoes for Men | Soft Cushioned Insole, Slip-Resistance",3.9,6,91,https://www.flipkart.com/red-tape-atheleisure-sports-shoes-men-soft-cushioned-insole-slip-resistance-walking/p/itme6919961aff43?pid=SHOGY98YS5ZHDJHC&lid=LSTSHOGY98YS5ZHDJHC0ITATN&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_2_68&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=en_NOaGS8Xpxm0iw_LLMl4YwyokGOwJq0SXE350ZkBGKKtPG6kPRMLF_jO-zmwkXHhu2ZgBIzcGnjFyg58EVb5qaoQEIsITtCzc4bHaOMTqL08%3D&ppt=None&ppn=None&ssid=xdsbfizpz40000001714908311286
asian,"Delta-20 Slateblue Sports,Casual,Walking,Gym, Walking Shoes For Men",Blue,? 851,Soft breathable fabric lining which prevents sweating,Fabric,4.1,"5,949","72,011",https://www.flipkart.com/asian-delta-20-slateblue-sports-casual-walking-gym-walking-shoes-men/p/itmd7b8bbaa81e47?pid=SHOGCU8EAJ2DHNJY&lid=LSTSHOGCU8EAJ2DHNJYCS5UQM&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_2_69&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=3a5e534a-6fac-4245-ba74-790012756e5b.SHOGCU8EAJ2DHNJY.SEARCH&ppt=None&ppn=None&ssid=xdsbfizpz40000001714908311286
CAMPUS,CRYSTA PRO Running Shoes For Men,Grey,? 822,Mesh,CRYSTA PRO,4.2,"10,791","1,29,020",https://www.flipkart.com/campus-crysta-pro-running-shoes-men/p/itm9193f79b0287b?pid=SHOGANAAMDH3KHNU&lid=LSTSHOGANAAMDH3KHNUFE0FH1&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&spotlightTagId=FkPickId_osp%2Fcil%2F1cu&srno=b_2_70&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=3a5e534a-6fac-4245-ba74-790012756e5b.SHOGANAAMDH3KHNU.SEARCH&ppt=None&ppn=None&ssid=xdsbfizpz40000001714908311286
